Query,Title,ID,Similarity,Release_Date,Developer,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews
Competitive sports titles with official licenses,Minion Rush: Despicable Me Official Game,25496,0.21696666366130926,TBD,Gameloft,Run and have fun with the Minions in the official Despicable Me game!,,Arcade | Racing,,1.0,0.0,0.0,0.0,0.0,1.0
Competitive sports titles with official licenses,Sports Story,23922,0.21109095921116353,"Dec 23, 2022",Sidebar Games,"Sports story is a game about sports, but not always. Various non-sporting pursuits provide variety. Alternate activities like dungeon exploration, stealthy infiltrations and fishing expeditions mean something unexpected waits around every corner. Sometimes it is even sports.",Nintendo Switch,Adventure | Indie | RPG | Sport,2.4,38.0,7.0,57.0,124.0,40.0,12.0
Competitive sports titles with official licenses,Hyper Sports 3,9757,0.2038429111694462,"Apr 01, 1985",,Set a new world record in four different sports! Konami's all-new HYPER SPORTS 3 challenges your skill and reflexes.,MSX,Sport,,1.0,0.0,1.0,0.0,1.0,0.0
Competitive sports titles with official licenses,Wii Sports + Wii Sports Resort,32101,0.20353567983997342,"Oct 30, 2012",Nintendo,A bundle containing Wii Sports and Wii Sports Resort for the Wii.,Wii,Simulator | Sport,4.0,151.0,0.0,14.0,7.0,16.0,11.0
Competitive sports titles with official licenses,Triple Shot Sports,28224,0.20150049247095758,"Mar 15, 2010",The Code Monkeys,"Triple Shot Sports is the most advanced recreational shooting game available for WiiWare, immersing the player in the world of competitive target shooting.",Wii,Sport,,0.0,0.0,0.0,0.0,1.0,0.0
Competitive sports titles with official licenses,​Sonic Robo Blast 2: Official Level Design Collab 2022 - Round 2,10322,0.1954184671777851,"Jan 21, 2023",Sonic Team Jr.,The Official Level Design Collab (formally Official Level Design Contest) is a collection of levels from the SRB2 community.,Windows PC | Linux,Platform,,2.0,0.0,0.0,0.0,3.0,0.0
Competitive sports titles with official licenses,Wii Sports Resort,682,0.1941197383082075,"Jul 24, 2009",Nintendo | Nintendo EAD Software Development Group No.2,"Set off on a journey to a tropical island where an array of fun activities await. In Wii Sports Resort, the sequel to the engaging Wii Sports, you'll discover a wide range of new sports and activities you can play anytime. Go head-to-head with your friends and family in the ultimate sports showdown set in a tropical paradise.",Wii,Sport,3.9,8000.0,30.0,289.0,152.0,525.0,318.0
Competitive sports titles with official licenses,Assetto Corsa Competizione,31591,0.19325056235120253,"May 29, 2019",505 Games | Kunos Simulazioni,"Assetto Corsa Competizione, the official GT World Challenge videogame. Thanks to the extraordinary quality of simulation, you will experience the atmosphere of the GT3 championship. Compete against official drivers, teams, cars and official circuits reproduced to the highest quality ever seen.",Windows PC | PlayStation 5 | Xbox Series,Racing | Simulator,3.2,8.0,1.0,1.0,0.0,0.0,0.0
Competitive sports titles with official licenses,Pro Evolution Soccer 2019,40492,0.18713768918800786,"Aug 28, 2018",Konami,"Feel The Power Of Football with PES 2019 offering new licenses, photo-realism and new myClub!",Windows PC | PlayStation 4 | Xbox One,Simulator | Sport,2.9,312.0,1.0,15.0,5.0,23.0,8.0
Competitive sports titles with official licenses,VR Sports Powerboat Racing,20685,0.18614598377436173,TBD,,,,,,0.0,0.0,0.0,0.0,3.0,0.0
Competitive sports titles with official licenses,Jampack Summer 2003,27393,0.18605211068162328,TBD,,"A collection of demos from the Official PlayStation Magazine demo disc series, with classic and brand new games showcased to check out. 

This version of the Jampack is without the M-rated titles of the regular disc. Though it does supplement them with unique titles not available on the other disc. It's available only from K-B Toys, Toys R' Us, and Amazon.com.",,Adventure | Shooter | Sport,,0.0,0.0,1.0,0.0,1.0,0.0
Competitive sports titles with official licenses,Triple Running Sports,39177,0.1819095559514453,"Nov 15, 2010",The Code Monkeys,"Triple Running Sports is one of the most advanced recreational running games available for the WiiWare service, immersing players in the world of competitive running.",Wii,,,0.0,0.0,0.0,0.0,1.0,0.0
Competitive sports titles with official licenses,FIFA Manager 14,40964,0.17601324690363251,"Oct 24, 2013",Bright Future | Electronic Arts,"FIFA Manager 14: Legacy Edition is a re-release of FIFA Manager 13 with an updated database for the season 2013/2014. New are the licenses for the first leagues of Ukraine, Croatia and Czech Republic and some other licenses, e.g. the German third and fourth league, were removed. All gameplay features which had to be unlocked in FIFA Manager 13 are available from the beginning, a few texts were expanded (text mode, interview questions, etc.) and there is no Live Season anymore.",Windows PC,Sport,2.5,6.0,0.0,4.0,0.0,1.0,0.0
Games with top-notch orchestral soundtracks,Drowning In Problems,16176,0.36086393259124017,TBD,Markus 'Notch' Persson,There is nothing. Solve.,Web browser,,0.9,29.0,1.0,1.0,2.0,9.0,10.0
Games with top-notch orchestral soundtracks,Suguri: Perfect Edition,29192,0.23875335816629087,"Jun 30, 2009",Orange_Juice | Rockin' Android,"A compilation of SUGURI, Acceleration of SUGURI, the Acceleration of SUGURI X-Edition expansion pack, and the soundtracks to both games.",Windows PC,Fighting | Shooter,,0.0,0.0,1.0,1.0,1.0,0.0
Games with top-notch orchestral soundtracks,Everspace,4406,0.22397772801717644,"May 25, 2017",Rockfish Games,Everspace is an action-focused single-player space shooter with rock solid 6DOF controls combining roguelike elements with top-notch visuals and a captivating non-linear story as well as VR support in the final version.,Windows PC | Mac | Linux | PlayStation 4 | Xbox One | Google Stadia,Fighting | Indie | Shooter | Simulator,3.2,169.0,8.0,125.0,31.0,36.0,7.0
Games with top-notch orchestral soundtracks,Minicraft,19518,0.2112838048902573,"Dec 19, 2011",Markus 'Notch' Persson,"Minicraft is a 2D top-down action game designed and programmed by Markus Persson, the creator of Minecraft, for a Ludum Dare, a 48-hour game programming competition. The game was released on December 19, 2011.",Windows PC | Mac,Adventure | Fighting | Indie,3.4,16.0,0.0,4.0,2.0,1.0,0.0
Games with top-notch orchestral soundtracks,Super Hiking League,21558,0.18921556856906455,"Feb 18, 2020",Bit Ink Studios,Super Hiking League provides tight jump-rope-bend-swing-win gameplay with beautiful 8-bit+ graphics and a top notch soundtrack. Climb to the top and save the world in unique different levels.,Windows PC,Adventure | Indie,,2.0,0.0,2.0,0.0,1.0,0.0
Games with top-notch orchestral soundtracks,Dynopunk: Welcome to Synth-City,30141,0.18107570578376658,"Apr 12, 2023",,"An ironic adventure with cyberpunk aesthetics set in a world where humans have been replaced by dinosaurs. Become a top-notch repair shop mechanic: fix gadgets, have heart-to-heart talks, and offer drinks to your customers — everything to fulfill your ultimate dream.",Windows PC,Adventure | Indie | Simulator,,0.0,0.0,4.0,0.0,1.0,0.0
Games with top-notch orchestral soundtracks,R.I.P.D.: The Game,8871,0.16865993651767952,"Jul 17, 2013",Atlus | Saber Interactive,"Based on the 3D supernatural action-adventure film, R.I.P.D., you and a partner will take up the holsters of two lawmen dispatched to the otherworld to protect and serve the living from an increasingly destructive array of souls who refuse to move peacefully to the other side. Top-notch teamwork and an arsenal of badass weapons are the keys to defeating your enemies and bringing order back to the world.",Windows PC | Xbox 360 | PlayStation 3,Shooter,1.7,15.0,0.0,1.0,4.0,7.0,4.0
Games with top-notch orchestral soundtracks,Crusader Crash,28023,0.16280946542662555,"Aug 01, 2017",,"Inspired by great titles such as Ghosts 'n Goblins and Mega Man 2 comes Crusader Crash! 
A fast paced, challenging, side-scrolling game with retro art and soundtracks! 
Play through 8 vastly different stages each with their own boss that will put your skills to the test!",Windows PC,Adventure | Indie,,0.0,0.0,0.0,0.0,0.0,0.0
Games with top-notch orchestral soundtracks,Guilty Gear XX Accent Core Plus R,1006,0.15880098350361166,"Sep 20, 2012",Arc System Works,"Ultimate battle action, and the epitome of the GUILTY GEAR XX series now on Steam!  
Bonus soundtracks included!",Windows PC | Arcade | PlayStation Vita | Nintendo Switch,Arcade | Fighting,4.1,2800.0,150.0,344.0,166.0,462.0,197.0
Games with top-notch orchestral soundtracks,Street Fighter II Turbo,2024,0.15594887188267306,"Jul 11, 1993",Capcom,"They're back and they're badder than ever! Faster, stronger and with all new moves, twelve of the greatest fighters from across the globe are ready to do battle! Choose your champion and get ready for the big brawl as they try to earn the right to battle M. Bison for the title. And just when you think you've mastered it all, crank it up a notch and go TURBO!",Wii U | Xbox 360 | Super Famicom | Arcade | SNES | Wii | Nintendo 3DS | New Nintendo 3DS,Fighting,3.7,1800.0,7.0,97.0,58.0,194.0,41.0
Games with top-notch orchestral soundtracks,Dragon Ball Z: Budokai HD Collection,6711,0.14906177197923567,"Nov 02, 2012",Dimps | Bandai Namco Holdings,"The game is an HD collection that features both Dragon Ball Z: Budokai 1 and Dragon Ball Z: Budokai 3 enhanced and re-mastered in HD, alongside full Trophy and Achievements support. The graphics of Budokai 3 HD are similar to those of Dragon Ball Z: W Bakuretsu Impact. Since Kenji Yamamoto's original soundtracks have been accused of plagiarism, both included games have entirely new soundtracks mixed from the soundtracks of Dragon Ball Z: Budokai Tenkaichi 2, Dragon Ball Z: Budokai Tenkaichi 3, Dragon Ball: Raging Blast, Dragon Ball Z: Tenkaichi Tag Team, and Dragon Ball Z: Ultimate Tenkaichi, plus entirely new music and the American Dragon Ball Z theme song from the original game and show. Both games also support the optional original Japanese language track (but in Europe, only Japanese is available for Budokai 1, much like the original release).",Xbox 360 | PlayStation 3,Fighting,3.5,373.0,3.0,36.0,25.0,32.0,17.0
Games with top-notch orchestral soundtracks,Spawn: In the Demon's Hand,11620,0.14714804797170003,"Jan 01, 2000",Capcom,"The legendary hellbound comic anti-hero comes to life. Straight from the blockbuster arcade game, this home version kicks it up a notch with ever more features and modes of play. Up to 4 players can battle in the ""death match-style"" Battle Royal Mode or choose a computer controlled teammate to take on Team Battle Mode. All your favorite characters from the Spawn series are faithfully recreated in the ultimate death match challenge.",Arcade | Dreamcast,,3.2,57.0,2.0,30.0,23.0,33.0,3.0
Games with top-notch orchestral soundtracks,Runner2: Future Legend of Rhythm Alien,3737,0.14643846121156212,"Feb 26, 2013",Aksys Games | Gaijin Games,"Runner2 is the sequel to the critically acclaimed and IGF award winning BIT.TRIP RUNNER.,In the style of the BIT.TRIP series, Runner2 is a rhythm-music platforming game.,Players will run through fantastic environments, using brand new moves, to brand new soundtracks as they run, jump, slide, kick, and soar toward the goal of tracking down the Timbletot and thwarting his evil plans to destroy not only our world, but every world there is.",Windows PC | Mac | Wii U | Xbox 360 | Linux | PlayStation 4 | iOS | PlayStation 3 | PlayStation Vita,Arcade | Indie | Music | Platform,3.3,775.0,9.0,154.0,29.0,67.0,26.0
Games with top-notch orchestral soundtracks,KoGaMa,25434,0.14563311426701964,"Sep 17, 2011",Multiverse ApS,"KoGaMa is one of the largest sources of the best user created online games including parkour games, funny games, arcade games, multiplayer games, internet games, shooting games, RPG games, racing games, adventure games and much more. Tons of comments ratings, gamers of all skill levels are sure to find hot new games every day. On KoGaMa you can create and publish your own games.",Windows PC | Android,,2.7,115.0,1.0,4.0,3.0,8.0,12.0
Games with top-notch orchestral soundtracks,Skynet Rising : Portal to the Past,24969,0.139685904148466,"Oct 14, 2016",,"Welcome to the world of Skynet Rising. From the mastermind creator Dr. Rex Havoc, Skynet Rising is a top notch action packed “Super Sandbox FPS”. Explore a beautifully crafted post apocalyptic world. Survive and conquer command towers through tough gun battles. Fight back to back with your brother in arms. Featuring a high adrenaline single player campaign, the game has a wickedly great Run and Gun gameplay with tons of ""Shoot them in the face"" fun.",Windows PC,Adventure | Indie | Shooter,,0.0,0.0,0.0,0.0,0.0,0.0
Games with top-notch orchestral soundtracks,Order Up!,16896,0.1385267441004586,"Jul 22, 2008",Zoo Games | SuperVillain Studios,"In Order Up!!, players get to experience the dizzying life of a top-notch chef and restaurateur as they prepare all types of food, serve hordes of demanding patrons, and build their own restaurant empire from the ground up. Beginning in the world of fast food, new cooks must prove themselves by serving up quality dishes in the time allotted. As they master the basic skills and serve up tasty dishes using precision and time management skills, they will earn more money and move from fast food to five-star!",Android | iOS | PlayStation 3 | Wii | Nintendo 3DS,Puzzle | Simulator | Strategy,3.2,69.0,0.0,12.0,3.0,18.0,6.0
Games with top-notch orchestral soundtracks,Capcom Classics Collection,33197,0.13810740185518441,"Oct 27, 2005",,"Capcom serves up a collection of classic games in Capcom Classics Collection. You can relive more than 20 classic titles including 1942, Final Fight, Ghosts 'n Goblins, and Commando. The games can be played in either one- or two-player mode. Capcom Classics Collection also includes bonus material, such as remixed soundtracks, game tips, and original artwork.",Xbox | PlayStation 2,Adventure | Fighting | RPG | Shooter | Strategy,3.4,59.0,0.0,15.0,5.0,19.0,3.0
Games with top-notch orchestral soundtracks,Sonic Duel,21792,0.13578453879000293,TBD,Ted,"Sonic Duel is a Super Smash Bros. Brawl mod, which transforms the well known Nintendo game to a almost completely different title. Removing all (but one) original characters, it replaces them with various characters that have appeared in the Sonic the Hedgehog games. With various maps and soundtracks from the world of the blue speedster, this mod takes Brawl to a completely different league.",Wii,Fighting,,3.0,1.0,0.0,1.0,4.0,0.0
Games with top-notch orchestral soundtracks,Joy Mech Fight,29306,0.1348013154412455,"May 21, 1993",Nintendo,"One of the last Famicom games before the shift to the Super Famicom, Joy Mech Fight brings the full fighting game experience to the NES with top-notch controls, visuals and audio! Players can enjoy a single player campaign and fight against the computer, or go head-to-head in a two-player versus mode.
The game is referred in the Super Smash Bros. series with the official romanization of ""Joy Mech Fight"".",Wii U | Wii | Nintendo 3DS | Family Computer (FAMICOM),Fighting,3.2,84.0,0.0,41.0,27.0,54.0,7.0
Games with top-notch orchestral soundtracks,Journey: Collector's Edition,23451,0.13381471776666762,"Aug 28, 2012",Sony Computer Entertainment | ThatGameCompany,"Journey Collectors Edition is the first retail disc release for thatgamecompany. It features Journey as well as the studio's previously released flOw and Flower and more. It was released August 28th, 2012 for the PlayStation 3.
Features
- 30-minute behind-the-scenes documentary about the making of Journey
- Creator Commentary play-throughs of all three games
- Three exclusive mini-games from thatgamecompany
- Concept art and screenshot galleries for all three games
- Original soundtracks for all three games
- PS3 dynamic themes and wallpapers
- PSN avatars including 8 exclusive new Journey avatars never released before
- Official game trailers and developer diary videos
- Reversible cover art
- One-month trial subscription of PlayStation Plus",PlayStation 4 | PlayStation 3,Adventure | Music | Platform | Puzzle | Strategy,4.2,105.0,1.0,41.0,24.0,24.0,2.0
Best puzzle-adventure games for Nintendo Switch Lite,Mujo,22107,0.3781486279578097,"Nov 30, 2017",Oink Games,A puzzle game from Oink Games Inc.,Nintendo Switch,Puzzle,,4.0,0.0,1.0,2.0,0.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Bingo for Nintendo Switch,26294,0.337605259269681,"Mar 15, 2018",Starsign,"Bingo anywhere, anytime! Bingo for Nintendo Switch!",Nintendo Switch,Puzzle,,4.0,0.0,2.0,2.0,0.0,1.0
Best puzzle-adventure games for Nintendo Switch Lite,Sneaky Funk,17160,0.32005041021573727,"Feb 01, 2023",BoopityBap,"Sneaky Funk is a melee-based, rogue-lite action dungeon crawler game with a focus on letting the player choose their own play style rather than force you to dodge and shoot like many other top-down rogue-lite games.",Windows PC | Mac,Adventure | Indie | Strategy,,0.0,0.0,1.0,0.0,0.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Hoyle Puzzle Games,17788,0.3007452151437139,TBD,,A collection of puzzle games.,,Puzzle,,3.0,0.0,0.0,0.0,0.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Dead Cells,184,0.2910990383700516,"Aug 06, 2018",Motion Twin,"Dead Cells is a rogue-lite, metroidvania inspired, action-platformer. You'll explore a sprawling, ever-changing castle... assuming you’re able to fight your way past its keepers in 2D souls-lite combat. No checkpoints. Kill, die, learn, repeat.",Windows PC | Android | Mac | Linux | PlayStation 4 | iOS | Xbox One | Nintendo Switch,Adventure | Indie | Platform,3.8,11000.0,840.0,3300.0,1700.0,945.0,501.0
Best puzzle-adventure games for Nintendo Switch Lite,Vicious Attack Llama Apocalypse,13589,0.27393298308216774,"Feb 26, 2018",,The world's best mass llama-slaughter roguelike-lite-ish couch co-op twin-stick top-down shooter.,Windows PC | Xbox One,Indie,2.1,22.0,1.0,20.0,1.0,8.0,3.0
Best puzzle-adventure games for Nintendo Switch Lite,Die After Sunset,8428,0.2606969478144033,"Feb 11, 2022",Playstark | PQube Games,Die After Sunset is a 3rd person action rogue-lite shooter with a unique mechanic featuring light and darkness. Battle for Earth and travel through time as you defeat hordes of enemies and complete random quests to create the best build possible. Can you solve the mystery behind the Murkor invasion?,Windows PC | PlayStation 5 | Nintendo Switch,Adventure | Indie | Shooter,,3.0,0.0,1.0,1.0,2.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Tetra for Nintendo Switch: International Edition,35632,0.25457676348756586,"Oct 14, 2021",,"Tetra for Nintendo Switch International Edition is your new puzzle adventure game. Wandering and lost in the back alley, 4 doors were found, leading you to 4 different worlds. And the adventures are somehow connected...
In this Nintendo Switch version of Tetra, there are new puzzles waiting for you in each world. The adventures await you in the beautiful fantasy worlds of Tetra!",Nintendo Switch,Adventure | Puzzle,,3.0,0.0,0.0,1.0,1.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Overhaul,19434,0.25389256757130924,"Oct 14, 2022",Bread Panda,Solve your way through this fast-paced rogue-lite puzzle game and outwit unforgiving creatures as you venture into the mysterious Power Plant!,Windows PC,Adventure | Indie | Puzzle,,4.0,2.0,6.0,3.0,2.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Noodles!,24540,0.252583849066451,TBD,Lummox Labs,"It's a cheeky little app, and is hands-down the best rotating-noodle puzzle you'll play this year. One of the best, at least. Look how cute it is!",iOS,Puzzle,,2.0,0.0,0.0,0.0,0.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Kenshō,8808,0.24944309643308582,"Sep 17, 2017",JetDogs Studios | FIFTYTWO,"A puzzle adventure through nature, time, and space",Windows PC | Android | Mac | Linux | iOS | Nintendo Switch,Adventure | Indie | Puzzle,2.9,6.0,0.0,1.0,2.0,3.0,1.0
Best puzzle-adventure games for Nintendo Switch Lite,Space Bandit,7519,0.24028191971258414,"Jul 29, 2022",,A rogue-lite top down shooter with crazy firefights and clever AI.,Windows PC | Linux,Indie,,0.0,0.0,2.0,3.0,0.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Wally and the Fantastic Predators,36991,0.24003311703157892,"Sep 03, 2019",Oscar Gonzalez,"The fastest rogue-lite ever created! The dungeon is alive, pissed that you keep killing all his friends, so he vows to make your life miserable by any means necessary.",Windows PC | PlayStation 4 | Xbox One | Nintendo Switch,Arcade | Fighting | Indie | RPG | Shooter,,2.0,0.0,8.0,6.0,4.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Fire: Ungh's Quest,18231,0.23925133915551963,"Oct 20, 2016",,Point-and-click adventure game,Wii U | Nintendo Switch,Adventure | Puzzle,2.8,6.0,0.0,5.0,0.0,3.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Moonlighter,1214,0.23889312836951687,"May 29, 2018",Digital Sun Games | 11 bit studios,"Moonlighter is an Action RPG with rogue-lite elements that demonstrates two sides of the coin – revealing everyday routines of Will, an adventurous shopkeeper that secretly dreams of becoming a hero.",Windows PC | Android | Mac | Linux | PlayStation 4 | iOS | Xbox One | Nintendo Switch | Google Stadia,Adventure | Brawler | Indie | RPG | Simulator,3.2,2500.0,153.0,1400.0,366.0,333.0,145.0
Best puzzle-adventure games for Nintendo Switch Lite,Avatar Adventurers Online,33559,0.23777709792046264,TBD,,"Players take their 360 Avatars online in this ""MMO lite"", XBLA Indie game.",,RPG,,1.0,0.0,0.0,0.0,0.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Mixups 2 by Powgi,12058,0.23421863784503613,"Oct 25, 2018",Lightwood Games,,Nintendo Switch,,,1.0,0.0,0.0,0.0,0.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Syberia 1 & 2,25289,0.23405300338251073,"Nov 08, 2018",Microids,This version includes two complete games: Syberia and Syberia 2.,Nintendo Switch,Adventure | Puzzle,3.7,19.0,4.0,41.0,7.0,6.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Arboria,12747,0.23191485451766944,"May 07, 2020",All In! Games | Dreamplant,"Begin your journey in this dark fantasy rogue-lite. As a warrior, a Yotun, descend into the ever-changing Durnar and uncover the mysteries of your tribe. Use a variety of Symbiotic Weapons to fight enemies and mutate to become even stronger.",Windows PC,Adventure | Indie | RPG,1.9,11.0,2.0,10.0,9.0,3.0,0.0
Best puzzle-adventure games for Nintendo Switch Lite,Ever Forward,30900,0.2285124409566309,"Aug 13, 2020",PM Studios | Pathea Games,A girl trapped in a strange world somewhere between reality and imagination. Help her find her way in this adventure puzzle game.,Windows PC | PlayStation 4 | Xbox One | PlayStation 5 | Nintendo Switch,Adventure | Indie | Puzzle,2.2,23.0,0.0,18.0,20.0,6.0,1.0
Non-violent cooperative adventure games,Kreedz Climbing,36074,0.24344574037403127,"Jun 15, 2017",,Kreedz Climbing is the ultimate non-violent 3D platformer. Race against time and other players...or not and just relax on a server and watch others as they compete with the best to become a legend on the scene!,Windows PC,Indie | Platform | Puzzle | Racing | Sport,2.7,23.0,1.0,6.0,1.0,2.0,5.0
Non-violent cooperative adventure games,Fucker Gamer Scum Get Stabbed,21678,0.23728376126596323,"Nov 05, 2014",e-zchips,A short and violent 2D platformer.,Windows PC,Indie | Platform,1.8,29.0,0.0,17.0,14.0,39.0,22.0
Non-violent cooperative adventure games,Extreme Paintbrawl,6047,0.23262544305158284,"Oct 20, 1998",HeadGames | Creative Carnage,"Advertised as ""The 1st Non-Violent 3D Shooter"", Extreme Paintbrawl is the first game in the first-person shooter genre to be based on the sport of paintball. It is cross-promotional with the Sheridan and Crosman brands of gear.",Windows PC,Shooter | Sport,1.2,19.0,0.0,1.0,6.0,7.0,4.0
Non-violent cooperative adventure games,Aery: Vikings,15089,0.21911024197213813,"Jul 21, 2022",EpiXR Games,"Aery: Vikings is a story-driven 3D flight exploration game in which you control a little bird that is on its non-violent journey to complete a shire impossible task of the gods. Make your journey through a wonderful, peaceful, and exciting world and enjoy the feeling of flying.",Windows PC | PlayStation 4 | Xbox One | Nintendo Switch | Xbox Series,Arcade | Indie | Simulator,,1.0,0.0,2.0,1.0,0.0,0.0
Non-violent cooperative adventure games,The Nightmare Cooperative,12300,0.2087850539024832,"Jul 16, 2014",Lucky Frame,The Nightmare Cooperative is a strategic roguelike where you lead a group of unlikely comrades through some rather difficult situations. Your village has fallen on hard times and it's up to you to bring back some gold. Or even just try and survive for a bit.,Windows PC | Mac | Linux | iOS,Indie | Strategy,,2.0,0.0,0.0,0.0,0.0,0.0
Non-violent cooperative adventure games,God's Trigger: O.M.G. Edition,30198,0.19703263688064038,"Apr 18, 2019",Techland | One More Level,"Are you ready for non-stop brutal action where one pull of the trigger is enough to kill the enemy - or you? First, save the world in the most violent way possible. Then enjoy God's Trigger: O.M.G. Edition extra content.",Windows PC | PlayStation 4 | Xbox One,Indie | Puzzle,,0.0,0.0,1.0,0.0,0.0,0.0
Non-violent cooperative adventure games,Before We Leave,33826,0.19132986798372578,"May 08, 2020",Team17 | Balancing Monkey Games,"Before We Leave is a non-violent city building game set on multiple planets in your own cozy corner of the universe.
Your people emerge from a long period hidden underground and they’ve forgotten the world above. Rebuild civilization back to what it once was by building huts, harvesting potatoes and expanding your reborn society to other continents and eventually other planets. Manage resources, discover ancient tech and create a multi-planet network of colonies to thrive in your solar system.
But the universe is not always a safe place. Ancient guardians, remnants of your ancestors, will demand your attention and challenge your cities. The planets you inhabit are scarred by the disasters that forced your forebears underground, and those disasters will still plague you if not managed properly. And most of all, watch out for vast planet-eating space whales coming to graze on your planets!
Before We Leave is a (mostly) non-violent game. There are no weapons, no fighting your neighbours for control of resources and unless you fail to handle an incoming space whale, your people will not die. Play, expand and chill out at your own pace in your own solar system of rehabilitated planets!",Windows PC | PlayStation 4 | Xbox One | PlayStation 5 | Nintendo Switch | Xbox Series,Indie | Simulator | Strategy,2.9,93.0,4.0,96.0,31.0,49.0,8.0
Non-violent cooperative adventure games,A Violent Revelry,22661,0.19008960522344057,TBD,,"Explore a procedurally generated world, bolstering your strength in increasingly absurd ways in your quest to slay the hidden gods.",,Adventure | Indie,,2.0,0.0,1.0,0.0,1.0,1.0
Non-violent cooperative adventure games,Infra,4330,0.18920600753915018,"Jan 15, 2016",Loiste Interactive,"Infra is an atmospheric and completely non-violent first-person puzzle/adventure that deals with the issues of deteriorating infrastructure. The player controls an ordinary structural analyst through abandoned factories, forgotten tunnels and unsafe buildings in a dangerous, crumbling industrial city and its surrounding rural areas. Along the way, the player will be taking photos of structural weaknesses, solving environmental puzzles and unravelling a thought-provoking story centered around corruption and deception.",Windows PC,Adventure | Indie | Puzzle,3.8,106.0,8.0,121.0,78.0,59.0,22.0
Non-violent cooperative adventure games,Extreme Hangman,31657,0.17950743212470147,"Feb 08, 2010",Gamelion Studios,A hangman game with violent animations when the player does not manage to find the word.,Nintendo DSi,Puzzle | Quiz/Trivia,,1.0,0.0,1.0,0.0,1.0,0.0
Non-violent cooperative adventure games,Solstice: The Quest for the Staff of Demnos,6611,0.1677953911119594,"Jul 01, 1990",Nintendo,"""From Out of the Darkness... Shall Arise a Challenge To Your Wisdom"" Join Shadax's quest as he searches through the deadly fortress of Kastlerock for the six pieces of the magical Staff of Demnos, in a brave attempt to save Princess Eleanor from the evil magician Morbius! Over 250 challenging rooms to explore. Brilliant 3-D graphics, music and sound effects. Powerful potions and magical keys. Fearless evil characters to defeat. Non-violent fun for the entire family!",NES,Adventure | Puzzle,3.2,89.0,0.0,44.0,19.0,34.0,6.0
Non-violent cooperative adventure games,Debrysis - an Awesome Badtrip,36787,0.1667193922004417,"Dec 31, 2018",,"Hardcore arena shooter on battle vehicles in psychedelic ultra violent realms. 
For perfect experiences.",Windows PC | Mac,Indie | Racing | RPG,,0.0,0.0,0.0,0.0,0.0,0.0
Non-violent cooperative adventure games,MilkSnake,22777,0.1649235785179443,TBD,,"A snake game for Mac OS X, played on continuous non-euclidean surfaces.",,,,1.0,0.0,0.0,0.0,0.0,1.0
Non-violent cooperative adventure games,KoGaMa,25434,0.16420109647447514,"Sep 17, 2011",Multiverse ApS,"KoGaMa is one of the largest sources of the best user created online games including parkour games, funny games, arcade games, multiplayer games, internet games, shooting games, RPG games, racing games, adventure games and much more. Tons of comments ratings, gamers of all skill levels are sure to find hot new games every day. On KoGaMa you can create and publish your own games.",Windows PC | Android,,2.7,115.0,1.0,4.0,3.0,8.0,12.0
Non-violent cooperative adventure games,Prometheus,39992,0.1641775615370122,TBD,,"PROMΞTHΞUS is a singleplayer/cooperative game that takes place in the distant future, where humanity has taken an endeavor to a distant sci-fi planet, known as Orpheus.",,Adventure | Indie | Simulator,,0.0,0.0,0.0,1.0,0.0,0.0
Non-violent cooperative adventure games,Half Dead,34308,0.16294155843456193,"Aug 01, 2016",Room710Games,Half dead is a multiplayer sci-fi game about a violent TV show. The players' goal is to survive in a network of rooms full of traps.,Windows PC | Nintendo Switch,Adventure | Puzzle,1.6,67.0,0.0,7.0,1.0,6.0,3.0
Non-violent cooperative adventure games,The Orion Project,37210,0.16138918778876116,TBD,,A cooperative 3rd person shooter where players face off against dinosaurs and robots as they mine distant worlds for resources.,,Shooter,,0.0,0.0,0.0,0.0,0.0,0.0
Non-violent cooperative adventure games,Non-Linear Text Quests,25768,0.15963032367512825,"Jul 24, 2018",NLB project,"Non-Linear Text Quests is a bundle of text games of various genres. Here you can find interactive stories with branching plots and text-only versions of classic Point & Click quests, where you can communicate with different characters, use your inventory and combine items in various locations.",Windows PC | Linux,Adventure | Indie,,0.0,0.0,0.0,0.0,0.0,0.0
