Original Query,ID,BM25 Score,SBERT Score,rating_signal,popularity_signal,recency_signal,genre_match,platform_match,Label,rating_boost,popularity_boost,recency_boost,predicted_score,Title,Genres,Platforms,Rating,Release_Date
Retro arcade games with modern ports,29783,10.612657556964455,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.26507605474973933,Super Retro Kart,Racing,SNES,,"Mar 28, 2023"
Retro arcade games with modern ports,30606,17.245847676563127,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Retro arcade games with modern ports,40676,16.68502112065206,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Retro arcade games with modern ports,11318,16.20807649344898,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Retro arcade games with modern ports,20483,15.395931088858616,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Retro-inspired roguelikes with pixel graphics,13808,10.213079299399954,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,Pixel Hunter,"['Adventure', 'Platform', 'Shooter']","['Windows PC', 'Android', 'Mac', 'Linux', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",,"Feb 28, 2014"
Retro-inspired roguelikes with pixel graphics,37664,10.072941696387456,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8338469571297571,Socxel | Pixel Soccer,"['Indie', 'Simulator', 'Sport']",['Windows PC'],,"Jan 30, 2017"
Retro-inspired roguelikes with pixel graphics,29783,10.570855735008188,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7769927052233783,Super Retro Kart,Racing,SNES,,"Mar 28, 2023"
Retro-inspired roguelikes with pixel graphics,15581,10.570266188865372,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7769927052233783,Pixel Puzzles: Illustrations & Anime,"['Indie', 'Puzzle']",['Windows PC'],,"Feb 23, 2021"
Retro-inspired roguelikes with pixel graphics,37900,10.072941696387456,0.0,0.0,0.0,,1,1,1,0,0,0,0.7346153615051048,Pixel Puzzle,[],[],,TBD
Retro-inspired roguelikes with pixel graphics,29987,10.072941696387456,0.0,0.0,0.0,,1,1,2,0,0,0,0.7346153615051048,Pixel Pirates,[],[],,TBD
Retro-inspired roguelikes with pixel graphics,8104,10.072941696387456,0.0,0.0,0.0,,1,1,0,0,0,0,0.7346153615051048,Pixel Origin,[],[],,TBD
Retro-inspired roguelikes with pixel graphics,22842,10.072941696387456,0.0,0.0,0.0,,0,1,0,0,0,0,0.6213541922736397,Pixel Man,"['Adventure', 'Platform', 'Shooter']",[],,TBD
Retro-inspired roguelikes with pixel graphics,3704,7.795194338624462,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5914412428465903,Retro City Rampage,"['Adventure', 'Arcade', 'Indie', 'Puzzle', 'Racing', 'Shooter']","['Windows PC', 'Xbox 360', 'PlayStation 3', 'Wii', 'Nintendo 3DS', 'PlayStation Vita']",2.9,"Oct 09, 2012"
Retro-inspired roguelikes with pixel graphics,9711,0.0,0.2249369323253631,0.0,0.0,0.0,0,0,0,0,0,0,0.48118613696094853,Doom Fighters,,Windows PC,,"Oct 10, 2021"
Rhythm-based music games with multiplayer modes,36427,13.014973539901526,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6113274874421951,Rhythm Core Alpha 2,[],['Nintendo DSi'],,"Jun 20, 2013"
Rhythm-based music games with multiplayer modes,18652,13.533166415725631,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.421738064585248,BeatEVO YG,['Music'],"['Android', 'iOS']",,"Apr 25, 2017"
Rhythm-based music games with multiplayer modes,5150,9.382674668461627,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Anime Music Quiz,Music | Quiz/Trivia,Web browser,2.9,"Dec 31, 2018"
Rhythm-based music games with multiplayer modes,30086,14.054511058215644,0.0,0.0,0.0,,0,1,0,0,0,0,-0.5928081474828198,Rhythm Tetris,['Indie'],[],,TBD
Rhythm-based music games with multiplayer modes,34789,17.507179432509435,0.0,0.0,0.0,,0,1,0,0,0,0,-0.7221014029718625,Rhythm Spirit,"['Fighting', 'Music']",[],,TBD
Rhythm-based music games with multiplayer modes,32000,0.0,0.692760705947876,0.0,0.0,,1,1,0,0,0,0,-0.7336155156129407,Jam Sessions 2,['Music'],[],,TBD
Rhythm-based music games with multiplayer modes,21018,18.76341606891498,0.0,0.0,0.0,,0,0,0,0,0,0,-0.8764506457708073,,,,,
Rhythm-based music games with multiplayer modes,22536,24.8667151284377,0.0,0.0,0.0,,0,0,0,0,0,0,-1.0117380764351047,,,,,
Rhythm-based music games with multiplayer modes,4418,17.414990349024166,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Rhythm-based music games with multiplayer modes,28151,17.337948534639175,0.0,0.0,0.0,,0,0,0,0,0,0,-1.2214874405764744,,,,,
Sci-fi space exploration sims on PC,452,14.390380868993503,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0044670648031746,The Sims 4,"['RPG', 'Simulator']","['Windows PC', 'Mac', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Xbox Series']",3.0,"Sep 02, 2014"
Sci-fi space exploration sims on PC,5998,13.22074671113104,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8588378611438432,Disgaea PC,"['RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']",['Windows PC'],3.5,"Feb 24, 2016"
Sci-fi space exploration sims on PC,35763,14.933470178151072,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7984547461017886,Space Ribbon,"['Arcade', 'Indie', 'Racing', 'Simulator', 'Sport']","['Windows PC', 'Linux', 'PlayStation 4', 'Nintendo Switch']",,"Aug 05, 2016"
Sci-fi space exploration sims on PC,818,12.80494115336105,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7171352385282964,The Sims 3,"['Adventure', 'RPG', 'Simulator', 'Strategy']","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3']",3.5,"Jun 02, 2009"
Sci-fi space exploration sims on PC,8674,14.573307768843922,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.5627626168936,The Sims 3: Starter Pack,['Simulator'],"['Windows PC', 'Mac']",,"May 14, 2013"
Sci-fi space exploration sims on PC,23994,12.364319004917366,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.45224494007447447,The Sims 2: FreeTime,Adventure | RPG | Simulator | Strategy,Windows PC,3.3,"Feb 28, 2008"
Sci-fi space exploration sims on PC,25661,13.234005139902482,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.34612632153009504,Detonate,['Simulator'],['Windows PC'],,"Dec 31, 2009"
Sci-fi space exploration sims on PC,14441,12.70846695258968,0.0,0.0,0.0,,1,0,0,0,0,0,-0.1718128855772219,The Sims 4: Everyday Clutter Kit,['Simulator'],['Windows PC'],3.2,TBD
Sci-fi space exploration sims on PC,31006,0.0,0.5171499252319336,0.0,0.0,0.0,1,0,0,0,0,0,-0.20030364228092082,Sims 3 High-End Loft Stuff,['Simulator'],['Windows PC'],2.5,"Mar 02, 2010"
Sci-fi space exploration sims on PC,26005,0.0,0.5147202014923096,0.0,0.0,0.0,0,0,0,0,0,0,-0.29108584285572936,Microsoft Flight Simulator X,Simulator,Windows PC,3.5,"Oct 10, 2006"
Side-scrolling shoot ‘em ups with local co-op,40021,7.2378340090075,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8899611030569712,PewPew!,"['Indie', 'Simulator']",['Windows PC'],,"Feb 23, 2021"
Side-scrolling shoot ‘em ups with local co-op,8106,7.22076049594236,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8899611030569712,Supercharged Robot Vulkaiser,Indie,Windows PC | Linux,3.2,"Jun 04, 2015"
Side-scrolling shoot ‘em ups with local co-op,39536,10.110244602152624,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,Starr Mazer: DSP,['Indie'],"['Windows PC', 'Mac', 'Linux']",3.4,"Aug 26, 2016"
Side-scrolling shoot ‘em ups with local co-op,20629,23.982441732663887,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7089144723407282,Shoot 1UP,"['Indie', 'Shooter']",['Windows PC'],3.4,"Sep 23, 2015"
Side-scrolling shoot ‘em ups with local co-op,32208,18.30360530894237,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6883386168348717,Galmedes,['Shooter'],['Arcade'],,"Jan 01, 1993"
Side-scrolling shoot ‘em ups with local co-op,39583,15.478012860236865,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6258688839924088,Pewt 'em Up!,Indie,Windows PC | Linux,,"Jun 08, 2022"
Side-scrolling shoot ‘em ups with local co-op,38451,15.057487240966443,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6258688839924088,Switch 'N' Shoot,"['Arcade', 'Indie', 'Shooter']","['Windows PC', 'Mac', 'Linux', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",3.1,"Oct 17, 2016"
Side-scrolling shoot ‘em ups with local co-op,38644,7.601497252306145,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.415586656279557,Rock On,['Shooter'],['TurboGrafx-16/PC Engine'],,"Sep 22, 1989"
Side-scrolling shoot ‘em ups with local co-op,17311,15.101203805934126,0.0,0.0,0.0,,1,1,0,0,0,0,0.36492278904352726,Bakuten Shoot Beyblade,[],[],,TBD
Side-scrolling shoot ‘em ups with local co-op,39152,8.008597414411781,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3301575238862436,Super Hop 'N' Bop Ultra,['Indie'],['Windows PC'],,"Oct 17, 2016"
Space colony management games with survival elements,20916,22.87249415356005,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8299031707179821,Colony,Simulator,Windows PC,,"Nov 29, 2016"
Space colony management games with survival elements,12222,16.550631777115886,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7949467681224903,New Colony,"['Adventure', 'Indie']","['Windows PC', 'Mac']",2.0,"Feb 14, 2018"
Space colony management games with survival elements,7691,25.323678257300603,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7089144723407282,Colony Survival,"['Adventure', 'Indie', 'Simulator', 'Strategy']","['Windows PC', 'Mac', 'Linux']",3.1,"Jun 16, 2017"
Space colony management games with survival elements,25775,12.861606290927014,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6113274874421951,The Colony,Adventure,Windows PC | Mac,,"Apr 11, 2018"
Space colony management games with survival elements,29651,11.536658081208031,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6055010984733459,Grandpa - The Horror Game,['Indie'],['Windows PC'],1.9,"Sep 28, 2018"
Space colony management games with survival elements,33472,0.0,0.340691328048706,0.0,0.0,0.0,0,0,0,0,0,0,0.5402802634065904,VEV: Viva Ex Vivo,['Puzzle'],['PlayStation 4'],,"May 17, 2016"
Space colony management games with survival elements,35565,0.0,0.3372273445129394,0.0,0.0,0.0,0,0,2,0,0,0,0.5402802634065904,Colonials Programme,"['Indie', 'Puzzle', 'Simulator']",['Windows PC'],,"Dec 30, 2020"
Space colony management games with survival elements,37518,17.639388439946774,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.5354424371624027,Nonogram Survival,[],['Android'],,"Nov 13, 2016"
Space colony management games with survival elements,27270,0.0,0.3698678612709045,0.0,0.0,,1,1,1,0,0,0,0.5160371402442272,Dawn of Zombies: Survival,[],[],,TBD
Space colony management games with survival elements,40609,0.0,0.3345024585723877,0.0,0.0,0.0,0,0,0,0,0,0,0.48118613696094853,SCP Containment Breach,['Indie'],['Android'],,"Apr 01, 2018"
Sports management simulators for soccer,23426,0.0,0.6734288930892944,0.0,0.0,0.0,0,0,3,0,0,0,1.0475096838468267,FIFA Manager 12,"['Simulator', 'Sport']",['Windows PC'],3.2,"Oct 21, 2011"
Sports management simulators for soccer,11923,0.0,0.6698507070541382,0.0,0.0,0.0,0,0,3,0,0,0,1.0475096838468267,FIFA Soccer: Prime Stars,Simulator | Sport,Android | iOS,,"Dec 31, 2016"
Sports management simulators for soccer,40817,19.57713149250027,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.9118978317891633,Pocket League Story,"['Indie', 'Simulator', 'Sport', 'Strategy']","['Windows PC', 'PlayStation 4', 'iOS', 'Nintendo Switch']",2.7,"Jan 04, 2012"
Sports management simulators for soccer,21751,13.104241768719902,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.8588378611438432,Head Soccer,Indie | Sport,Android | iOS,2.3,"May 31, 2013"
Sports management simulators for soccer,18877,21.123709155248868,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.8299031707179821,Zico Soccer,Simulator | Sport,Super Famicom,,"Mar 04, 1994"
Sports management simulators for soccer,35452,20.467100153459,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.8299031707179821,Active Soccer 2 DX,Arcade | Sport,PlayStation 4 | iOS | Xbox One | PlayStation Vita,,"Mar 30, 2016"
Sports management simulators for soccer,26771,16.437883068477,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.7949467681224903,Pro Evolution Soccer Management,"['Simulator', 'Sport']",['PlayStation 2'],3.4,"Mar 24, 2006"
Sports management simulators for soccer,34867,11.4542137186293,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7610147076791086,Air Management '96,['Simulator'],"['Sega Saturn', 'PlayStation']",,"Mar 22, 1996"
Sports management simulators for soccer,8836,12.709064730741348,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7171352385282964,Sensible Soccer,['Sport'],['Mobile'],,"Nov 22, 2005"
Sports management simulators for soccer,11617,15.801480268554558,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.6258688839924088,Pet Soccer,['Sport'],['Windows PC'],3.0,"Jun 18, 2002"
Steampunk-themed RPGs to try,36176,3.6345902352676207,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7121285402570476,Crow Quest,"['Adventure', 'Simulator']",['Web browser'],,"Apr 05, 2022"
Steampunk-themed RPGs to try,14465,23.93349819046741,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7089144723407282,Try,"['Indie', 'Puzzle']",['Web browser'],,"Dec 02, 2018"
Steampunk-themed RPGs to try,24777,3.575254026172572,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.5550387378094971,Shardpunk: Verminfall,RPG | Strategy | Turn Based Strategy,Windows PC,,"Apr 13, 2023"
Steampunk-themed RPGs to try,37440,3.20455070336178,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5550387378094971,Ultimate Stealth Triple Pack,"['RPG', 'Shooter']","['Xbox 360', 'PlayStation 3']",,"Oct 31, 2014"
Steampunk-themed RPGs to try,15526,3.1721714604074616,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5550387378094971,Commute,"['Indie', 'RPG', 'Simulator']",['Web browser'],2.5,"Nov 16, 2016"
Steampunk-themed RPGs to try,12742,0.0,0.3791980743408203,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,Spectral Souls II,,PlayStation 2,,"Jan 27, 2005"
Steampunk-themed RPGs to try,5374,2.1789833804470566,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.48118613696094853,RPG in a Box,,Windows PC,,"May 11, 2022"
Steampunk-themed RPGs to try,16008,5.119235509195098,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2966107404503331,Steel Empire,Shooter,Sega Mega Drive/Genesis,2.9,"Mar 13, 1992"
Steampunk-themed RPGs to try,10220,4.076940422106564,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2966107404503331,Little Master 2: Raikou no Kishi,RPG | Tactical,Game Boy,,"Mar 27, 1992"
Steampunk-themed RPGs to try,20128,4.00084133822633,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.2966107404503331,Airship Q,Platform | RPG | Strategy,PlayStation 4 | PlayStation Vita,,"Nov 19, 2015"
Story-driven adventure games with strong plot,39815,10.114054810482063,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8890346397021163,DobbyxEscape: Pirate Adventure,"['Adventure', 'Indie', 'Puzzle']",['Nintendo Switch'],,"Apr 27, 2023"
Story-driven adventure games with strong plot,3819,14.016327329797008,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Bonk's Adventure,Platform,Wii U | Wii | Amiga | NES | Game Boy | TurboGrafx-16/PC Engine,3.2,"Dec 15, 1989"
Story-driven adventure games with strong plot,18496,16.420541031141394,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7949467681224903,Aviation Adventure,['Point-and-Click'],"['Windows PC', 'Mac']",,"Dec 31, 1997"
Story-driven adventure games with strong plot,9370,11.509694160114105,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6055010984733459,Game Director Story,Adventure | Indie | Simulator | Strategy | Visual Novel,Windows PC | Mac,,"Dec 31, 2022"
Story-driven adventure games with strong plot,12029,14.00495973131473,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.46237021280270063,OneBit Adventure,"['Adventure', 'Arcade', 'Indie', 'Strategy']","['Windows PC', 'Android', 'Mac', 'iOS']",2.7,"Aug 01, 2019"
Story-driven adventure games with strong plot,13327,0.0,0.6623547077178955,0.0,0.0,0.0,0,0,0,0,0,0,0.4494237098956326,The Happy Dismal Town,Adventure,Windows PC,,"Dec 22, 2021"
Story-driven adventure games with strong plot,27577,16.153476663483232,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.43924214117656524,78641: A Targ Adventure,Adventure | Point-and-Click,Windows PC,,"Aug 25, 2009"
Story-driven adventure games with strong plot,14490,10.560088536031,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.21958335932980713,Concord,['Adventure'],"['Windows PC', 'PlayStation 5']",,"Dec 31, 2024"
Story-driven adventure games with strong plot,4983,9.94659332452138,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.03952379385166013,Colossal Cave Adventure,['Adventure'],"['PC DOS', 'Apple II', 'TRS-80', 'PDP-10']",3.2,"Dec 31, 1977"
Story-driven adventure games with strong plot,38570,11.252520409528586,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-0.44851200390893803,Animal Puzzle Adventure,['Puzzle'],['Nintendo DSi'],,"Jun 24, 2009"
Superhero action-adventure games with open worlds,7763,12.54163724962956,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1.3491282420539332,Open World Game: The Open World Game,Adventure | Indie | RPG,Windows PC,2.4,"Nov 19, 2019"
Superhero action-adventure games with open worlds,32204,20.15288100307264,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.9118978317891633,Open Sorcery,"['Adventure', 'Indie', 'RPG']","['Windows PC', 'Mac', 'Linux', 'iOS']",3.6,"May 06, 2016"
Superhero action-adventure games with open worlds,35862,19.69710967159127,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.9118978317891633,Action Taimanin,Adventure | Brawler | RPG,Windows PC | Android | iOS,3.0,"Dec 24, 2019"
Superhero action-adventure games with open worlds,3819,14.016327329797008,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8404695805915561,Bonk's Adventure,Platform,Wii U | Wii | Amiga | NES | Game Boy | TurboGrafx-16/PC Engine,3.2,"Dec 15, 1989"
Superhero action-adventure games with open worlds,18496,16.420541031141394,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7949467681224903,Aviation Adventure,['Point-and-Click'],"['Windows PC', 'Mac']",,"Dec 31, 1997"
Superhero action-adventure games with open worlds,33411,12.690621278142997,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7171352385282964,World-Splitter,Adventure | Arcade | Indie | Platform | Puzzle,Windows PC | PlayStation 4 | Xbox One | PlayStation 5 | Nintendo Switch,,"Apr 21, 2021"
Superhero action-adventure games with open worlds,9511,12.99138162073812,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.6113274874421951,Action Fist,Platform | Shooter,Windows PC,,"Apr 11, 2010"
Superhero action-adventure games with open worlds,4846,0.0,0.7046626210212708,0.0,0.0,0.0,0,0,0,0,0,0,0.5580671650275069,Extermination,"['Adventure', 'Shooter']",['PlayStation 2'],2.8,"Mar 08, 2001"
Superhero action-adventure games with open worlds,12029,14.00495973131473,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.46237021280270063,OneBit Adventure,"['Adventure', 'Arcade', 'Indie', 'Strategy']","['Windows PC', 'Android', 'Mac', 'iOS']",2.7,"Aug 01, 2019"
Superhero action-adventure games with open worlds,7716,12.38675091166239,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.45224494007447447,Meatly's Storage World,Indie,Windows PC,1.9,"Jan 23, 2023"
Top post-apocalyptic RPGs with rich storytelling,15572,9.090605515665986,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1.093022601158963,Will to Live Online,Indie | RPG | Shooter,Windows PC,2.0,"Apr 05, 2018"
Top post-apocalyptic RPGs with rich storytelling,19780,9.090605515665986,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1.093022601158963,FukTopia,Indie,Windows PC | Linux,,"Aug 11, 2020"
Top post-apocalyptic RPGs with rich storytelling,36150,7.268066455357352,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.8899611030569712,To the Top,Indie | Music | Platform | Racing,Windows PC | PlayStation 4,3.6,"May 18, 2017"
Top post-apocalyptic RPGs with rich storytelling,22662,16.83717685761487,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.7949467681224903,Post Human W.A.R,Indie | Strategy,Windows PC,,"Mar 31, 2017"
Top post-apocalyptic RPGs with rich storytelling,3864,3.734154039892551,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0.7121285402570476,I Am Alive,Adventure | Platform,Windows PC | Xbox 360 | PlayStation 3,2.5,"Mar 07, 2012"
Top post-apocalyptic RPGs with rich storytelling,12387,14.65840791355888,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0.5627626168936,Blaster Bunny +,[],['Windows PC'],,"Nov 17, 2019"
Top post-apocalyptic RPGs with rich storytelling,37838,3.421550090419572,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.5550387378094971,Lapse: A Forgotten Future,Simulator | Strategy,Android,3.0,"Jun 02, 2017"
Top post-apocalyptic RPGs with rich storytelling,16918,3.094874907134945,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.5550387378094971,Last Dream,Indie | RPG,Windows PC | Mac | Linux,4.2,"Feb 04, 2014"
Top post-apocalyptic RPGs with rich storytelling,26138,2.9901351027961662,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5550387378094971,American Dream,['Indie'],"['Web browser', 'Ouya']",,"Feb 10, 2011"
Top post-apocalyptic RPGs with rich storytelling,31228,0.0,0.3687644898891449,0.0,0.0,0.0,0,0,1,0,0,0,0.5513882447830005,Ghosts of Hollow Creek,['Indie'],['Windows PC'],,"Jun 21, 2022"
Top survival horror games of all time,29651,22.403163102809504,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.8299031707179821,Grandpa - The Horror Game,['Indie'],['Windows PC'],1.9,"Sep 28, 2018"
Top survival horror games of all time,35211,15.153373633479571,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.6258688839924088,Prime Horror II,['Indie'],['Windows PC'],,"Nov 05, 2022"
Top survival horror games of all time,40609,0.0,0.3927657902240753,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,SCP Containment Breach,['Indie'],['Android'],,"Apr 01, 2018"
Top survival horror games of all time,7716,0.0,0.3916146755218506,0.0,0.0,0.0,0,0,0,0,0,0,0.5513882447830005,Meatly's Storage World,Indie,Windows PC,1.9,"Jan 23, 2023"
Top survival horror games of all time,22515,0.0,0.3765626549720764,0.0,0.0,0.0,0,0,3,0,0,0,0.5513882447830005,Abandoned,Shooter,PlayStation 5,0.5,"Dec 31, 2022"
Top survival horror games of all time,14547,9.510986904807467,0.0,0.0,0.0,,1,1,2,0,0,0,0.5437382374611062,Verge,[],[],,TBD
Top survival horror games of all time,37518,17.639388439946774,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.5354424371624027,Nonogram Survival,[],['Android'],,"Nov 13, 2016"
Top survival horror games of all time,38204,13.437171635069811,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.421738064585248,Neuro Horror,[],['Windows PC'],,"Oct 06, 2022"
Top survival horror games of all time,40699,9.816993320043345,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2512587969929645,Cozy Time,Indie | Simulator,Windows PC,,"Jul 13, 2022"
Top survival horror games of all time,4846,11.602278091330287,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0.1507775776414783,Extermination,"['Adventure', 'Shooter']",['PlayStation 2'],2.8,"Mar 08, 2001"
Top-rated dating sims available on Steam,27183,16.9467098567799,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.7949467681224903,Steam Slug,Shooter,Windows PC,,"Oct 04, 2009"
Top-rated dating sims available on Steam,452,14.193599350784885,0.0,4.5,0.0,0.0,0,0,0,1,0,0,0.6514496455348807,The Sims 4,"['RPG', 'Simulator']","['Windows PC', 'Mac', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Xbox Series']",3.0,"Sep 02, 2014"
Top-rated dating sims available on Steam,8674,13.913583813920663,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0.421738064585248,The Sims 3: Starter Pack,['Simulator'],"['Windows PC', 'Mac']",,"May 14, 2013"
Top-rated dating sims available on Steam,818,12.480510735285414,0.0,5.25,0.0,0.0,0,0,0,1,0,0,0.3328673246474436,The Sims 3,"['Adventure', 'RPG', 'Simulator', 'Strategy']","['Windows PC', 'Mac', 'Xbox 360', 'PlayStation 3']",3.5,"Jun 02, 2009"
Top-rated dating sims available on Steam,25661,12.316412358357612,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0.18699514575389198,Detonate,['Simulator'],['Windows PC'],,"Dec 31, 2009"
Top-rated dating sims available on Steam,34942,12.114593358925378,0.0,3.75,0.0,0.0,1,0,0,1,0,0,-0.14973698208876002,Farming Simulator 14,['Simulator'],"['Android', 'iOS', 'Nintendo 3DS', 'Windows Phone', 'PlayStation Vita', 'New Nintendo 3DS']",2.5,"Nov 18, 2013"
Top-rated dating sims available on Steam,7831,10.672659071030273,0.0,3.0,0.0,0.0,0,0,0,1,0,0,-0.1590162784584242,Farming Simulator 16,"['Simulator', 'Strategy']","['Android', 'iOS', 'PlayStation Vita']",2.0,"Aug 05, 2015"
Top-rated dating sims available on Steam,8099,11.446899032932686,0.0,5.25,0.0,0.0,0,0,0,1,0,0,-0.36447283217943577,The Sims 2: Nightlife,Adventure | RPG | Simulator | Strategy,Windows PC | Mac,3.5,"Sep 13, 2005"
Top-rated dating sims available on Steam,23994,11.446726223372496,0.0,4.949999999999999,0.0,0.0,0,0,0,1,0,0,-0.36447283217943577,The Sims 2: FreeTime,Adventure | RPG | Simulator | Strategy,Windows PC,3.3,"Feb 28, 2008"
Top-rated dating sims available on Steam,1088,11.36506427671171,0.0,5.550000000000001,0.0,0.0,0,0,0,1,0,0,-0.36447283217943577,The Sims 2,"['Adventure', 'RPG', 'Simulator', 'Strategy']","['Windows PC', 'Mac', 'Nintendo GameCube', 'Xbox', 'PlayStation 2']",3.7,"Sep 14, 2004"
Top-rated multiplayer FPS games on PlayStation 5,4846,10.231264982326213,0.0,4.199999999999999,0.0,0.0,0,0,0,1,0,0,0.8372830397553823,Extermination,"['Adventure', 'Shooter']",['PlayStation 2'],2.8,"Mar 08, 2001"
Top-rated multiplayer FPS games on PlayStation 5,35334,11.680224630351146,0.0,4.050000000000001,0.0,0.0,0,0,0,1,0,0,0.055066136119972235,Flats,Shooter,Windows PC,2.7,"Mar 26, 2015"
